post_no,type,writer,body,time,day,hour,day_of_week,course1,course1_kcal,course1_protein,course1_na,course2,course2_kcal,course2_protein,course2_na
926901755,body,kitchen B1,"[COURSE1]차돌된장찌개,잡곡밥,계란찜,사각어묵볶음,고구마순들깨나물728kcal(단백질:33g)Na함량:1184mg(염도:0.8%)[COURSE2]오야꼬동,맑은유부국,감자샐러드&요거트D,청경채마늘볶음710kcal(단백질:34g)Na함량:1153mg(염도:0.6%)[샐러드바]그린샐러드,토핑3종,오렌지주스현미밥/백미밥,포기김치/석박지",2024-03-28 18:02:00,2024-03-28,18:02,Thursday,"차돌된장찌개,잡곡밥,계란찜,사각어묵볶음,고구마순들깨나물",728,33,1184.0,"오야꼬동,맑은유부국,감자샐러드&요거트D,청경채마늘볶음",710.0,34.0,1153.0
926901756,body,Kitchen B1,"[COURSE1]땡초우동,유부초밥,납작부침만두,한입단무지789kcal(단백질:30g)Na함량:1145mg(염도:0.5%)[COURSE2]닭보쌈,잡곡밥,수제비국,연근조림,쌈무*와사비마요943kcal(단백질:47g)Na함량:1139mg(염도:0.4%)[샐러드바]그린샐러드,코울슬로샐러드,둥글레차현미밥/백미밥,포기김치/석박지",2024-03-29 11:04:00,2024-03-29,11:04,Friday,"땡초우동,유부초밥,납작부침만두,한입단무지",789,30,1145.0,"닭보쌈,잡곡밥,수제비국,연근조림,쌈무*와사비마요",943.0,47.0,1139.0
926901757,body,Kitchen B1,"[COURSE1]전주콩나물국밥,잡곡밥,메추리알돈육장조림,미니새송이버섯볶음,마늘쫑무침638kcal(단백질:27g)Na함량:1183mg(염도:0.7%)[샐러드바]그린샐러드,푸실리레몬샐러드,허니꿀꽈배기현미밥/백미밥,포기김치/깍두기",2024-03-29 17:53:00,2024-03-29,17:53,Friday,"전주콩나물국밥,잡곡밥,메추리알돈육장조림,미니새송이버섯볶음,마늘쫑무침",638,27,1183.0,NaN,NaN,NaN,NaN
926901759,body,Kitchen B1,"[COURSE1]설렁탕,잡곡밥,동그랑땡조림,숙주나물,깐마늘지무침744kcal(단백질:34g)Na함량:1183mg(염도:0.8%)[COURSE2]돈목살깍두기볶음밥,우동국물,집게맛살튀김*케첩,한입단무지755kcal(단백질:32g)Na함량:1159mg(염도:0.6%)[샐러드바]그린샐러드,망고푸딩,다시마튀각현미밥/백미밥,포기김치/깍두기",2024-04-01 11:05:00,2024-04-01,11:05,Monday,"설렁탕,잡곡밥,동그랑땡조림,숙주나물,깐마늘지무침",744,34,1183.0,"돈목살깍두기볶음밥,우동국물,집게맛살튀김*케첩,한입단무지",755.0,32.0,1159.0
926901760,body,kitchen B1,"[COURSE1]철판백순대볶음,잡곡밥,김치국,감자조림,무쌈*순대양념장953kcal(단백질:38g)Na함량:1179mg(염도:0.7%)[COURSE2]소불고기달걀덮밥,다시마무채국,아게다시도후,락교무침934kcal(단백질:44g)Na함량:1148mg(염도:0.5%)[샐러드바]그린샐러드,요거트,토핑3종현미밥/백미밥,포기김치/석박지",2024-04-01 18:04:00,2024-04-01,18:04,Monday,"철판백순대볶음,잡곡밥,김치국,감자조림,무쌈*순대양념장",953,38,1179.0,"소불고기달걀덮밥,다시마무채국,아게다시도후,락교무침",934.0,44.0,1148.0
926901761,body,Kitchen B1,"[COURSE1]분짜플레터,&느억맘소스,쌀국수국물,후리가케밥,양파초절임937kcal(단백질:40g)Na함량:1133mg(염도:0.6%)[COURSE2]닭개장,잡곡밥,해물미나리전,쥐어채볶음,미역레몬초무침760kcal(단백질:38g)Na함량:1159mg(염도:0.7%)[샐러드바]그린샐러드,모듬콩샐러드,레몬차현미밥/백미밥,포기김치/깍두기",2024-04-02 10:56:00,2024-04-02,10:56,Tuesday,"분짜플레터,&느억맘소스,쌀국수국물,후리가케밥,양파초절임",937,40,1133.0,"닭개장,잡곡밥,해물미나리전,쥐어채볶음,미역레몬초무침",760.0,38.0,1159.0
926901762,body,kitchen B1,"[COURSE1]볼락한마리구이,잡곡밥,청국장찌개,부들어묵볶음,양념깻잎지897kcal(단백질:45g)Na함량:1142mg(염도:0.5%)[COURSE2]장조림버터비빔밥,호박새우젓국,돈육강정,파프리카우엉볶음916kcal(단백질:41g)Na함량:1158mg(염도:0.6%)[샐러드바]그린샐러드,살사푸실리샐러드,자몽차현미밥/백미밥,배추겉절이/총각김치",2024-04-02 18:00:00,2024-04-02,18:00,Tuesday,"볼락한마리구이,잡곡밥,청국장찌개,부들어묵볶음,양념깻잎지",897,45,1142.0,"장조림버터비빔밥,호박새우젓국,돈육강정,파프리카우엉볶음",916.0,41.0,1158.0
926901763,body,Kitchen B1,"[COURSE1]비프퀘사디아,&시즈닝감자튀김,크림수프,냉파스타샐러드,살사소스&사워크림714kcal(단백질:29g)Na함량:1174mg(염도:0.8%)[COURSE2]철판오징어떡볶음,잡곡밥,콩가루배추국,느타리버섯볶음,풀무원도시락김606kcal(단백질:26g)Na함량:1165mg(염도:0.7%)[샐러드바]그린샐러드,멕시칸샐러드,허니꿀짱현미밥/백미밥,포기김치/깍두기",2024-04-03 10:54:00,2024-04-03,10:54,Wednesday,"비프퀘사디아,&시즈닝감자튀김,크림수프,냉파스타샐러드,살사소스&사워크림",714,29,1174.0,"철판오징어떡볶음,잡곡밥,콩가루배추국,느타리버섯볶음,풀무원도시락김",606.0,26.0,1165.0
926901764,body,kitchen B1,"[COURSE1]돼지국밥,잡곡밥,매콤두부조림,청경채나물,고들빼기무침706kcal(단백질:35g)Na함량:1133mg(염도:0.4%)[COURSE2]나시고랭볶음밥,맑은유부국,모듬춘권*칠리,양배추적채피클908kcal(단백질:41g)Na함량:1162mg(염도:0.7%)[샐러드바]그린샐러드,후르츠콘샐러드,건빵현미밥/백미밥,포기김치/석박지",2024-04-03 17:59:00,2024-04-03,17:59,Wednesday,"돼지국밥,잡곡밥,매콤두부조림,청경채나물,고들빼기무침",706,35,1133.0,"나시고랭볶음밥,맑은유부국,모듬춘권*칠리,양배추적채피클",908.0,41.0,1162.0
926901766,body,Kitchen B1,"[COURSE1]식물성표고만두순두부찌개,잡곡밥,한식잡채,가지나물,다시마쌈*초고추장,화분요거트782kcal(단백질:33g)Na함량:1157mg(염도:0.6%)[COURSE2]일식채소카레&계란튀김,맑은팽이버섯국,감자샐러드,일식꼬들단무지,화분요거트803kcal(단백질:32g)Na함량:1139mg(염도:0.5%)[샐러드바]그린샐러드,렌틸콩유자샐러드현미밥/백미밥,배추겉절이/열무김치",2024-04-04 10:59:00,2024-04-04,10:59,Thursday,"식물성표고만두순두부찌개,잡곡밥,한식잡채,가지나물,다시마쌈*초고추장,화분요거트",782,33,1157.0,"일식채소카레&계란튀김,맑은팽이버섯국,감자샐러드,일식꼬들단무지,화분요거트",803.0,32.0,1139.0
926901767,body,kitchen B1,"[COURSE1]유부쑥갓잔치국수,후리가케주먹밥,고추튀김*초간장,무말랭이무침913kcal(단백질:34g)Na함량:1142mg(염도:0.5%)[COURSE2]뼈없는닭갈비,잡곡밥,미역국,콩나물무침,상추쌈*쌈장863kcal(단백질:39g)Na함량:1159mg(염도:0.6%)[샐러드바]그린샐러드,쿠스쿠스샐러드,식혜현미밥/백미밥,포기김치/깍두기",2024-04-04 17:54:00,2024-04-04,17:54,Thursday,"유부쑥갓잔치국수,후리가케주먹밥,고추튀김*초간장,무말랭이무침",913,34,1142.0,"뼈없는닭갈비,잡곡밥,미역국,콩나물무침,상추쌈*쌈장",863.0,39.0,1159.0
926901768,body,Kitchen B1,"[COURSE1]고사리해장국,잡곡밥,바싹김치전,열무나물,오이깍둑무침915kcal(단백질:41g)Na함량:1179mg(염도:0.8%)[COURSE2]시래기두루치기덮밥,계란파국,고구마맛탕,궁채장아찌749kcal(단백질:32g)Na함량:1194mg(염도:0.8%)[샐러드바]그린샐러드,마카로니콘샐러드,알새우칩현미밥/백미밥,포기김치/깍두기",2024-04-05 10:43:00,2024-04-05,10:43,Friday,"고사리해장국,잡곡밥,바싹김치전,열무나물,오이깍둑무침",915,41,1179.0,"시래기두루치기덮밥,계란파국,고구마맛탕,궁채장아찌",749.0,32.0,1194.0
926901769,body,Kitchen B1,"[COURSE1]불고기묵채비빔밥,수제비국,교자만두탕수,브로콜리맛살볶음,간장양념장887kcal(단백질:35g)Na함량:1140mg(염도:0.4%)[샐러드바]그린샐러드,코울슬로샐러드,팝콘현미밥/백미밥,포기김치/열무김치",2024-04-05 18:12:00,2024-04-05,18:12,Friday,"불고기묵채비빔밥,수제비국,교자만두탕수,브로콜리맛살볶음,간장양념장",887,35,1140.0,NaN,NaN,NaN,NaN
926901771,body,Kitchen B1,"[COURSE1]안동찜닭,잡곡밥,근대된장국,우엉참깨무침,고사리들깨나물923kcal(단백질:45g)Na함량:1159mg(염도:0.6%)[COURSE2]소고기명란마요덮밥,맑은팽이버섯국,통살오징어링&칠리소스,브로콜리채소볶음903kcal(단백질:38g)Na함량:1147mg(염도:0.5%)[샐러드바]그린샐러드,토핑3종현미밥/백미밥,포기김치/깍두기",2024-04-08 10:52:00,2024-04-08,10:52,Monday,"안동찜닭,잡곡밥,근대된장국,우엉참깨무침,고사리들깨나물",923,45,1159.0,"소고기명란마요덮밥,맑은팽이버섯국,통살오징어링&칠리소스,브로콜리채소볶음",903.0,38.0,1147.0
926901772,body,kitchen B1,"[COURSE1]곤드레버섯영양밥,돈육고추장찌개,메추리알장조림,삼색겨자채무침,구운김*양념장667kcal(단백질:26g)Na함량:1122mg(염도:0.4%)[COURSE2]우삼겹매콤떡볶이,유부장국,모듬튀김,한입단무지897kcal(단백질:35g)Na함량:1185mg(염도:0.7%)[샐러드바]그린샐러드,밀감푸딩,다시마튀각현미밥/백미밥,포기김치/깍두기",2024-04-08 18:01:00,2024-04-08,18:01,Monday,"곤드레버섯영양밥,돈육고추장찌개,메추리알장조림,삼색겨자채무침,구운김*양념장",667,26,1122.0,"우삼겹매콤떡볶이,유부장국,모듬튀김,한입단무지",897.0,35.0,1185.0
926901773,body,Kitchen B1,"[COURSE1]장터국밥,잡곡밥,미트볼채소조림,멸치견과볶음,청포묵김가루무침861kcal(단백질:37g)Na함량:1182mg(염도:0.8%)[COURSE2]중국식볶음밥&자장소스,계란파국,후르츠탕수육,짜사이무침923kcal(단백질:36g)Na함량:1175mg(염도:0.7%)[샐러드바]그린샐러드,요거트,토핑2종현미밥/백미밥,포기김치/열무김치",2024-04-09 10:58:00,2024-04-09,10:58,Tuesday,"장터국밥,잡곡밥,미트볼채소조림,멸치견과볶음,청포묵김가루무침",861,37,1182.0,"중국식볶음밥&자장소스,계란파국,후르츠탕수육,짜사이무침",923.0,36.0,1175.0
926901774,body,kitchen B1,"[COURSE1]해물야끼소바,미소시루,카레크로켓,락교&초생강703kcal(단백질:28g)Na함량:1164mg(염도:0.6%)[COURSE2]매콤제육볶음,잡곡밥,콩나물국,청경채나물,양배추쌈*쌈장689kcal(단백질:34g)Na함량:1144mg(염도:0.5%)[샐러드바]그린샐러드,코울슬로샐러드,매실차현미밥/백미밥,배추겉절이/깍두기",2024-04-09 18:02:00,2024-04-09,18:02,Tuesday,"해물야끼소바,미소시루,카레크로켓,락교&초생강",703,28,1164.0,"매콤제육볶음,잡곡밥,콩나물국,청경채나물,양배추쌈*쌈장",689.0,34.0,1144.0
926901777,body,Kitchen B1,"[COURSE1]참치김치찌개,잡곡밥,계란말이,미역줄기볶음,반반콩자반798kcal(단백질:38g)Na함량:1179mg(염도:0.8%)[COURSE2]경양식돈까스&데미소스,쌀밥,옥수수크림수프,모닝빵*딸기잼,오이피클845kcal(단백질:36g)Na함량:1162mg(염도:0.7%)[샐러드바]그린샐러드,실곤약샐러드,알새우칩현미밥/백미밥,배추겉절이/석박지",2024-04-11 10:56:00,2024-04-11,10:56,Thursday,"참치김치찌개,잡곡밥,계란말이,미역줄기볶음,반반콩자반",798,38,1179.0,"경양식돈까스&데미소스,쌀밥,옥수수크림수프,모닝빵*딸기잼,오이피클",845.0,36.0,1162.0
926901780,body,kitchen B1,"[COURSE1]소불고기버섯전골,잡곡밥,부추장떡,명엽채조림,마늘쫑무침897kcal(단백질:40g)Na함량:1143mg(염도:0.5%)[COURSE2]<석식신메뉴>그린빈삼겹덮밥,일식장국,단호박범벅,양배추적채초절임931kcal(단백질:42g)Na함량:1161mg(염도:0.7%)[샐러드바]그린샐러드,요거트,토핑3종현미밥/백미밥,포기김치/갓김치",2024-04-11 17:50:00,2024-04-11,17:50,Thursday,"소불고기버섯전골,잡곡밥,부추장떡,명엽채조림,마늘쫑무침",897,40,1143.0,"<석식신메뉴>그린빈삼겹덮밥,일식장국,단호박범벅,양배추적채초절임",931.0,42.0,1161.0
926901781,body,Kitchen B1,"[COURSE1]쫄우동,매운어묵김밥,쫀득이복만두,오복지무침954kcal(단백질:38g)Na함량:1154mg(염도:0.6%)[COURSE2]고갈비구이,잡곡밥,얼갈이된장국,탕평채,치커리겉절이723kcal(단백질:33g)Na함량:1133mg(염도:0.4%)[샐러드바]그린샐러드,마카로니콘샐러드,바나나현미밥/백미밥,포기김치/깍두기",2024-04-12 10:54:00,2024-04-12,10:54,Friday,"쫄우동,매운어묵김밥,쫀득이복만두,오복지무침",954,38,1154.0,"고갈비구이,잡곡밥,얼갈이된장국,탕평채,치커리겉절이",723.0,33.0,1133.0
926901782,body,Kitchen B1,"[COURSE1]되비지찌개,잡곡밥,떡갈비구이&파채무침,알감자조림,양념고춧잎785kcal(단백질:31g)Na함량:1132mg(염도:0.4%)[샐러드바]그린샐러드,깨강정,식혜현미밥/백미밥,포기김치/열무김치",2024-04-12 17:51:00,2024-04-12,17:51,Friday,"되비지찌개,잡곡밥,떡갈비구이&파채무침,알감자조림,양념고춧잎",785,31,1132.0,NaN,NaN,NaN,NaN
926901784,body,Kitchen B1,"[COURSE1]들깨북어콩나물해장국,잡곡밥,도톰완자전,감자채볶음,청경채겉절이613kcal(단백질:29g)Na함량:1137mg(염도:0.6%)[COURSE2]소보로비빔밥,우동장국,오징어핫바*케첩,한입단무지715kcal(단백질:30g)Na함량:1160mg(염도:0.7%)[샐러드바]그린샐러드,망고푸딩,알새우칩현미밥/백미밥,포기김치/깍두기",2024-04-15 10:58:00,2024-04-15,10:58,Monday,"들깨북어콩나물해장국,잡곡밥,도톰완자전,감자채볶음,청경채겉절이",613,29,1137.0,"소보로비빔밥,우동장국,오징어핫바*케첩,한입단무지",715.0,30.0,1160.0
926901785,body,kitchen B1,"[COURSE1]소고기샤브샤브,잡곡밥,매콤두부조림,미역초절임,열무나물,&겨자장741kcal(단백질:35g)Na함량:1162mg(염도:0.7%)[COURSE2]중화풍버섯잡채덮밥,계란파국,목화솜탕수육,짜사이무침836kcal(단백질:36g)Na함량:1179mg(염도:0.8%)[샐러드바]그린샐러드,요거트,토핑3종현미밥/백미밥,포기김치/열무김치",2024-04-15 18:01:00,2024-04-15,18:01,Monday,"소고기샤브샤브,잡곡밥,매콤두부조림,미역초절임,열무나물,&겨자장",741,35,1162.0,"중화풍버섯잡채덮밥,계란파국,목화솜탕수육,짜사이무침",836.0,36.0,1179.0
926901786,body,Kitchen B1,"[COURSE1]나가사끼짬뽕,쌀밥(소),타코야끼,락교무침934kcal(단백질:37g)Na함량:1175mg(염도:0.8%)[COURSE2]조기한마리구이,잡곡밥,냉이된장찌개,비엔나소시지볶음,양념깻잎지802kcal(단백질:38g)Na함량:1129mg(염도:0.6%)[샐러드바]그린샐러드,유자파스타샐러드,아이스티현미밥/백미밥,포기김치/석박지",2024-04-16 11:05:00,2024-04-16,11:05,Tuesday,"나가사끼짬뽕,쌀밥(소),타코야끼,락교무침",934,37,1175.0,"조기한마리구이,잡곡밥,냉이된장찌개,비엔나소시지볶음,양념깻잎지",802.0,38.0,1129.0
926901789,body,kitchen B1,"[COURSE1]뼈없는감자탕,잡곡밥,돈저냐구이,쑥갓나물,풋고추양파무침926kcal(단백질:46g)Na함량:1182mg(염도:0.8%)[COURSE2]가츠동돈부리,미소시루,과일샐러드,블루베리무피클934kcal(단백질:42g)Na함량:1148mg(염도:0.5%)[샐러드바]그린샐러드,모듬콩샐러드,계란과자현미밥/백미밥,포기김치/깍두기",2024-04-16 17:39:00,2024-04-16,17:39,Tuesday,"뼈없는감자탕,잡곡밥,돈저냐구이,쑥갓나물,풋고추양파무침",926,46,1182.0,"가츠동돈부리,미소시루,과일샐러드,블루베리무피클",934.0,42.0,1148.0
926901790,body,Kitchen B1,"[COURSE1]꼬막영양밥,몽글몽글순두부탕,느타리버섯볶음,고들빼기무침,구운김*부추양념장634kcal(단백질:29g)Na함량:1119mg(염도:0.4%)[COURSE2]멜팅치즈핫도그,시즈닝감자튀김,&치킨텐더,옥수수코울슬로,탄산음료941kcal(단백질:38g)Na함량:1165mg(염도:0.7%)[샐러드바]그린샐러드,요거트,토핑2종현미밥/백미밥,포기김치/깍두기",2024-04-17 11:02:00,2024-04-17,11:02,Wednesday,"꼬막영양밥,몽글몽글순두부탕,느타리버섯볶음,고들빼기무침,구운김*부추양념장",634,29,1119.0,"멜팅치즈핫도그,시즈닝감자튀김,&치킨텐더,옥수수코울슬로,탄산음료",941.0,38.0,1165.0
926901791,body,kitchen B1,"[COURSE1]간장닭불고기,잡곡밥,콩가루배추국,도토리묵*어린잎,무쌈겨자채923kcal(단백질:46g)Na함량:1149mg(염도:0.6%)[COURSE2]스팸김치볶음밥&계란프라이,맑은팽이버섯국,교자만두강정,양배추적채초절임766kcal(단백질:34g)Na함량:1189mg(염도:0.8%)[샐러드바]그린샐러드,천사채샐러드,오렌지주스현미밥/백미밥,포기김치/갓김치",2024-04-17 17:54:00,2024-04-17,17:54,Wednesday,"간장닭불고기,잡곡밥,콩가루배추국,도토리묵*어린잎,무쌈겨자채",923,46,1149.0,"스팸김치볶음밥&계란프라이,맑은팽이버섯국,교자만두강정,양배추적채초절임",766.0,34.0,1189.0
926901792,body,Kitchen B1,"[COURSE1]참나물불고기파스타,토마토야채스튜,콥샐러드*시저D,오이피클953kcal(단백질:45g)Na함량:1153mg(염도:0.6%)[COURSE2]돼지불백&더덕구이,잡곡밥,두부김치국,우엉채볶음,상추쌈*쌈장794kcal(단백질:40g)Na함량:1179mg(염도:0.8%)[샐러드바]그린샐러드,후르츠콘샐러드,치즈팝콘현미밥/백미밥,배추겉절이/석박지",2024-04-18 11:00:00,2024-04-18,11:00,Thursday,"참나물불고기파스타,토마토야채스튜,콥샐러드*시저D,오이피클",953,45,1153.0,"돼지불백&더덕구이,잡곡밥,두부김치국,우엉채볶음,상추쌈*쌈장",794.0,40.0,1179.0
926901793,body,kitchen B1,"[COURSE1]동태지리탕,잡곡밥,미니돈까스조림,가지나물,시래기지짐916kcal(단백질:46g)Na함량:1184mg(염도:0.8%)[COURSE2]산채나물비빔밥,사골파국,피쉬커틀릿*타르타르S,쥐어채볶음,약고추장891kcal(단백질:39g)Na함량:1177mg(염도:0.8%)[샐러드바]그린샐러드,나쵸,치즈&살사소스현미밥/백미밥,포기김치/깍두기",2024-04-18 17:53:00,2024-04-18,17:53,Thursday,"동태지리탕,잡곡밥,미니돈까스조림,가지나물,시래기지짐",916,46,1184.0,"산채나물비빔밥,사골파국,피쉬커틀릿*타르타르S,쥐어채볶음,약고추장",891.0,39.0,1177.0
